29-Sep-17,1,14187,12090
29-Sep-17,2,13789,11765
29-Sep-17,3,13447,11513
29-Sep-17,4,13913,11491
29-Sep-17,5,14245,11920
29-Sep-17,6,15084,13158
29-Sep-17,7,15905,14464
29-Sep-17,8,16224,14684
29-Sep-17,9,16382,14790
29-Sep-17,10,16588,14816
29-Sep-17,11,16592,14967
29-Sep-17,12,16307,14849
29-Sep-17,13,16225,14897
29-Sep-17,14,16166,14829
29-Sep-17,15,15857,14583
29-Sep-17,16,16331,14846
29-Sep-17,17,16569,14922
29-Sep-17,18,16395,14975
29-Sep-17,19,16840,15549
29-Sep-17,20,16534,15373
29-Sep-17,21,16032,14803
29-Sep-17,22,15298,13923
29-Sep-17,23,14540,12977
29-Sep-17,24,14408,12095
30-Sep-17,1,13949,11640
30-Sep-17,2,13702,11382
30-Sep-17,3,13778,11232
30-Sep-17,4,13545,11175
30-Sep-17,5,13514,11345
30-Sep-17,6,13881,11778
30-Sep-17,7,14447,12483
30-Sep-17,8,15073,13104
30-Sep-17,9,14642,13197
30-Sep-17,10,14442,12863
30-Sep-17,11,14400,12798
30-Sep-17,12,14994,13123
30-Sep-17,13,14829,12911
30-Sep-17,14,14421,12678
30-Sep-17,15,14342,12614
30-Sep-17,16,14603,12959
30-Sep-17,17,15081,13591
30-Sep-17,18,15472,14115
30-Sep-17,19,15821,14696
30-Sep-17,20,15716,14506
30-Sep-17,21,15417,13920
30-Sep-17,22,14988,13258
30-Sep-17,23,14257,12437
30-Sep-17,24,14252,11796
01-Oct-17,1,14108,11415
01-Oct-17,2,13830,11173
01-Oct-17,3,13724,11015
01-Oct-17,4,13646,11002
01-Oct-17,5,13894,11140
01-Oct-17,6,13987,11539
01-Oct-17,7,14194,11906
01-Oct-17,8,14251,12283
01-Oct-17,9,14084,12311
01-Oct-17,10,14199,12396
01-Oct-17,11,14366,12424
01-Oct-17,12,14590,12464
01-Oct-17,13,14699,12442
01-Oct-17,14,14642,12458
01-Oct-17,15,14544,12550
01-Oct-17,16,15070,13168
01-Oct-17,17,15691,13977
01-Oct-17,18,16242,14645
01-Oct-17,19,16458,15116
01-Oct-17,20,16129,14727
01-Oct-17,21,15730,14232
01-Oct-17,22,14802,13410
01-Oct-17,23,14622,12513
01-Oct-17,24,14536,11943
02-Oct-17,1,14018,11524
02-Oct-17,2,13879,11388
02-Oct-17,3,13716,11274
02-Oct-17,4,13991,11432
02-Oct-17,5,13924,11972
02-Oct-17,6,15050,13426
02-Oct-17,7,16068,14727
02-Oct-17,8,15852,14601
02-Oct-17,9,15850,14500
02-Oct-17,10,15966,14560
02-Oct-17,11,16064,14471
02-Oct-17,12,16036,14455
02-Oct-17,13,16075,14488
02-Oct-17,14,16197,14605
02-Oct-17,15,16421,14834
02-Oct-17,16,16790,15306
02-Oct-17,17,17390,15915
02-Oct-17,18,17703,16240
02-Oct-17,19,17832,16533
02-Oct-17,20,17518,16106
02-Oct-17,21,16855,15306
02-Oct-17,22,15780,14156
02-Oct-17,23,14704,13046
02-Oct-17,24,14389,12293
03-Oct-17,1,14262,11855
03-Oct-17,2,13841,11591
03-Oct-17,3,13925,11499
03-Oct-17,4,13933,11588
03-Oct-17,5,14224,12163
03-Oct-17,6,15001,13429
03-Oct-17,7,16248,14677
03-Oct-17,8,16184,14622
03-Oct-17,9,15872,14417
03-Oct-17,10,15907,14418
03-Oct-17,11,16020,14531
03-Oct-17,12,16133,14644
03-Oct-17,13,16347,14862
03-Oct-17,14,16382,14984
03-Oct-17,15,16735,15246
03-Oct-17,16,17213,15728
03-Oct-17,17,17604,16205
03-Oct-17,18,17553,16531
03-Oct-17,19,17844,16596
03-Oct-17,20,17737,16533
03-Oct-17,21,17012,15647
03-Oct-17,22,16042,14576
03-Oct-17,23,14784,13214
03-Oct-17,24,14422,12534
04-Oct-17,1,14075,12140
04-Oct-17,2,13803,11835
04-Oct-17,3,13688,11596
04-Oct-17,4,13496,11631
04-Oct-17,5,13938,12111
04-Oct-17,6,15120,13534
04-Oct-17,7,16629,15073
04-Oct-17,8,16855,15294
04-Oct-17,9,17046,15585
04-Oct-17,10,17308,15847
04-Oct-17,11,17342,15964
04-Oct-17,12,17493,15979
04-Oct-17,13,17982,16517
04-Oct-17,14,18112,16595
04-Oct-17,15,18147,16637
04-Oct-17,16,18419,16970
04-Oct-17,17,18653,17232
04-Oct-17,18,18831,17373
04-Oct-17,19,18856,17418
04-Oct-17,20,18704,17243
04-Oct-17,21,17747,16288
04-Oct-17,22,16479,15017
04-Oct-17,23,15224,13656
04-Oct-17,24,14679,12744
05-Oct-17,1,14110,12262
05-Oct-17,2,13807,11936
05-Oct-17,3,13735,11830
05-Oct-17,4,13848,11886
05-Oct-17,5,13880,12309
05-Oct-17,6,15119,13549
05-Oct-17,7,16364,14842
05-Oct-17,8,16395,14877
05-Oct-17,9,16156,14661
05-Oct-17,10,16125,14605
05-Oct-17,11,16046,14529
05-Oct-17,12,15950,14490
05-Oct-17,13,16129,14668
05-Oct-17,14,16264,14824
05-Oct-17,15,16499,15036
05-Oct-17,16,16877,15418
05-Oct-17,17,17244,15846
05-Oct-17,18,17310,16204
05-Oct-17,19,17976,16608
05-Oct-17,20,17513,16514
05-Oct-17,21,16948,15907
05-Oct-17,22,16305,14855
05-Oct-17,23,15140,13588
05-Oct-17,24,14290,12736
06-Oct-17,1,13812,12238
06-Oct-17,2,13653,11933
06-Oct-17,3,13661,11773
06-Oct-17,4,13714,11823
06-Oct-17,5,13928,12268
06-Oct-17,6,15056,13533
06-Oct-17,7,16460,14948
06-Oct-17,8,16887,15353
06-Oct-17,9,16962,15480
06-Oct-17,10,17054,15591
06-Oct-17,11,16832,15372
06-Oct-17,12,16784,15324
06-Oct-17,13,16846,15387
06-Oct-17,14,16820,15384
06-Oct-17,15,16871,15388
06-Oct-17,16,17045,15572
06-Oct-17,17,17010,15757
06-Oct-17,18,17062,15864
06-Oct-17,19,17526,16305
06-Oct-17,20,17390,16145
06-Oct-17,21,17292,15487
06-Oct-17,22,16599,14588
06-Oct-17,23,15550,13472
06-Oct-17,24,14515,12524
07-Oct-17,1,14169,12004
07-Oct-17,2,14076,11713
07-Oct-17,3,14157,11467
07-Oct-17,4,14236,11349
07-Oct-17,5,14212,11537
07-Oct-17,6,14223,12065
07-Oct-17,7,14957,12784
07-Oct-17,8,15645,13533
07-Oct-17,9,16493,14374
07-Oct-17,10,16910,14847
07-Oct-17,11,16945,14888
07-Oct-17,12,16695,14638
07-Oct-17,13,16531,14484
07-Oct-17,14,16490,14446
07-Oct-17,15,16520,14530
07-Oct-17,16,16741,14865
07-Oct-17,17,16968,15165
07-Oct-17,18,17159,15287
07-Oct-17,19,17182,15392
07-Oct-17,20,17288,15163
07-Oct-17,21,16805,14694
07-Oct-17,22,16096,13971
07-Oct-17,23,15186,13035
07-Oct-17,24,14839,12321
08-Oct-17,1,14639,11815
08-Oct-17,2,14399,11522
08-Oct-17,3,14168,11251
08-Oct-17,4,14189,11126
08-Oct-17,5,14287,11140
08-Oct-17,6,14020,11295
08-Oct-17,7,13766,11786
08-Oct-17,8,14364,12443
08-Oct-17,9,15009,13074
08-Oct-17,10,15679,13695
08-Oct-17,11,16004,14021
08-Oct-17,12,16098,14113
08-Oct-17,13,16157,14132
08-Oct-17,14,16225,14240
08-Oct-17,15,16419,14463
08-Oct-17,16,16761,14810
08-Oct-17,17,16788,15020
08-Oct-17,18,16588,14888
08-Oct-17,19,16605,14898
08-Oct-17,20,16627,14685
08-Oct-17,21,16114,14129
08-Oct-17,22,15446,13462
08-Oct-17,23,14701,12689
08-Oct-17,24,14008,11980
09-Oct-17,1,13565,11537
09-Oct-17,2,13241,11212
09-Oct-17,3,13072,11034
09-Oct-17,4,12895,10908
09-Oct-17,5,13263,11052
09-Oct-17,6,13195,11340
09-Oct-17,7,13686,11834
09-Oct-17,8,14259,12497
09-Oct-17,9,15053,13197
09-Oct-17,10,15660,13806
09-Oct-17,11,15997,14166
09-Oct-17,12,15797,14172
09-Oct-17,13,16209,14298
09-Oct-17,14,16134,14276
09-Oct-17,15,16056,14334
09-Oct-17,16,16525,14676
09-Oct-17,17,16899,15058
09-Oct-17,18,17202,15398
09-Oct-17,19,17319,15673
09-Oct-17,20,16717,15445
09-Oct-17,21,16152,14735
09-Oct-17,22,15533,13833
09-Oct-17,23,14772,12893
09-Oct-17,24,14064,12194
10-Oct-17,1,13591,11675
10-Oct-17,2,13296,11364
10-Oct-17,3,13169,11267
10-Oct-17,4,13244,11314
10-Oct-17,5,13736,11831
10-Oct-17,6,15154,13225
10-Oct-17,7,16380,14676
10-Oct-17,8,16784,14937
10-Oct-17,9,16778,15013
10-Oct-17,10,16571,14961
10-Oct-17,11,17048,15234
10-Oct-17,12,17011,15149
10-Oct-17,13,17181,15314
10-Oct-17,14,17080,15323
10-Oct-17,15,17236,15522
10-Oct-17,16,17535,15908
10-Oct-17,17,17725,16241
10-Oct-17,18,17829,16387
10-Oct-17,19,18253,16746
10-Oct-17,20,17691,16276
10-Oct-17,21,17137,15519
10-Oct-17,22,16083,14303
10-Oct-17,23,15032,13136
10-Oct-17,24,14063,12263
11-Oct-17,1,13641,11742
11-Oct-17,2,13352,11432
11-Oct-17,3,13587,11303
11-Oct-17,4,13660,11325
11-Oct-17,5,13672,11789
11-Oct-17,6,14957,13041
11-Oct-17,7,16421,14505
11-Oct-17,8,16771,14853
11-Oct-17,9,16950,15033
11-Oct-17,10,16993,15076
11-Oct-17,11,16922,15010
11-Oct-17,12,16958,15052
11-Oct-17,13,16964,15058
11-Oct-17,14,16895,14994
11-Oct-17,15,16919,15060
11-Oct-17,16,17265,15363
11-Oct-17,17,17630,15745
11-Oct-17,18,17731,15969
11-Oct-17,19,18024,16272
11-Oct-17,20,17835,16008
