"","Apparent_Temperature","Cloud_Cover","Dew_Point","Humidity","Pressure","Temperature","Visibility","Wind_Speed","Day_of_week","Hr_of_day","Demand"
"911",13.89,0.67,13.03,0.95,1006.16,13.89,15.68,5.6,"wknd","22",13124
"912",13.79,0.78,13.13,0.96,1006.12,13.79,2.7,5.89,"wknd","23",12293
"913",13.27,0.72,12.35,0.94,1006.87,13.27,15.29,5.5,"wkday","00",11727
"914",12.26,0.75,10.56,0.89,1007.42,12.26,16.09,10.49,"wkday","01",11485
"915",11.54,0.68,9.65,0.88,1008.29,11.54,16.09,8.27,"wkday","02",11387
"916",10.87,0.62,8.56,0.86,1009.38,10.87,16.09,10.04,"wkday","03",11205
"917",8.55,0.45,7.02,0.84,1010.19,9.66,16.09,8.34,"wkday","04",11382
"918",6.45,0.81,5.59,0.84,1011.66,8.16,16.09,9.99,"wkday","05",12031
"919",6.17,1,4.26,0.78,1012.76,7.79,16.09,9.19,"wkday","06",13751
"920",5.61,1,3.49,0.75,1014.26,7.55,16.09,10.57,"wkday","07",15337
"921",5.19,1,2.16,0.7,1015.52,7.18,16.09,10.43,"wkday","08",15514
"922",5.29,0.96,1.57,0.69,1016.75,6.92,16.09,8.47,"wkday","09",15604
"923",5.42,0.94,1.57,0.68,1017.67,7.18,16.09,9.25,"wkday","10",15582
"924",5.53,0.94,0.96,0.63,1018.38,7.54,16.09,10.99,"wkday","11",15346
"925",6.69,0.86,0.52,0.6,1018.63,7.82,16.09,7.02,"wkday","12",15154
"926",6.38,0.7,-0.33,0.55,1019.62,8.06,16.09,9.72,"wkday","13",15381
"927",6.42,0.91,-0.8,0.53,1019.82,8.13,16.09,9.91,"wkday","14",15560
"928",5.5,0.77,-1.13,0.54,1020.57,7.49,16.09,10.8,"wkday","15",15921
"929",5.09,0.77,-0.89,0.57,1021.72,6.93,16.09,9.48,"wkday","16",16779
"930",4.48,0.93,-1.65,0.58,1022.46,6.11,16.09,7.89,"wkday","17",17655
"931",4.17,0.93,-1.91,0.58,1023.39,5.82,16.09,7.76,"wkday","18",17590
"932",4.36,0.93,-2.37,0.57,1024.26,5.56,16.09,6.04,"wkday","19",17274
"933",3.87,0.93,-2.49,0.57,1024.33,5.45,16.09,7.27,"wkday","20",16849
"934",3.62,0.93,-2.33,0.59,1024.28,5.09,16.09,6.73,"wkday","21",16035
"935",3.97,0.96,-2.18,0.59,1024.59,5.06,16.09,5.52,"wkday","22",14924
"936",4.74,0.96,-2.48,0.59,1024.5,4.74,16.09,4.26,"wkday","23",13879
"937",4.74,0.96,-2.36,0.6,1025.03,4.74,16.09,4.33,"wkday","00",13204
"938",4.69,0.96,-2.27,0.61,1024.86,4.69,16.09,3.56,"wkday","01",12829
"939",4.57,0.96,-2.37,0.61,1025.23,4.57,16.09,2.96,"wkday","02",12597
"940",4.44,1,-2.28,0.62,1025.16,4.44,16.09,3.7,"wkday","03",12500
"941",4.29,1,-2.19,0.63,1025.59,4.29,16.09,2.7,"wkday","04",12693
"942",3.91,0.96,-1.86,0.66,1025.67,3.91,16.09,2.01,"wkday","05",13414
"943",3.77,0.8,-1.22,0.7,1025.5,3.77,16.09,1.82,"wkday","06",14817
"944",3.61,0.69,-1.31,0.7,1025.86,3.61,16.09,1.93,"wkday","07",15934
"945",3.59,0.37,-0.82,0.73,1026.37,3.59,16.09,1.35,"wkday","08",15943
"946",4.64,0.28,-0.66,0.68,1026.29,4.64,16.09,1.67,"wkday","09",15706
"947",5.78,0.22,-0.55,0.64,1026.08,5.78,16.09,4.3,"wkday","10",15333
"948",6.36,0.23,-0.61,0.61,1025.75,6.36,16.09,3.85,"wkday","11",15080
"949",7.07,0.34,-0.72,0.58,1025.34,7.07,16.09,2.33,"wkday","12",14897
"950",6.04,0.15,-0.67,0.58,1024.69,6.9,16.09,5.62,"wkday","13",15053
"951",5.94,0.2,-0.72,0.59,1024.46,6.67,16.09,5.15,"wkday","14",15246
"952",5.64,0.15,-0.26,0.62,1023.95,6.42,16.09,5.2,"wkday","15",15816
"953",6.01,0.06,-0.16,0.65,1023.83,6.01,16.09,4.8,"wkday","16",16699
"954",5.76,0.61,-0.12,0.66,1024.38,5.76,16.09,2.91,"wkday","17",17683
"955",5.48,0.77,0,0.68,1024.74,5.48,11.73,1.9,"wkday","18",17546
"956",5.24,0.77,-0.27,0.68,1024.87,5.24,16.09,1.4,"wkday","19",17340
"957",4.86,0.7,-0.08,0.7,1024.89,4.86,16.09,2.12,"wkday","20",16950
"958",3.97,0.39,-0.06,0.75,1025.13,3.97,16.09,1.83,"wkday","21",16209
"959",4.43,0.39,-0.07,0.73,1025.29,4.43,16.09,2.57,"wkday","22",15076
"960",3.91,0.75,-0.68,0.72,1025.01,3.91,16.09,2.64,"wkday","23",14032
"961",3.12,0.25,-1.63,0.71,1025.01,3.12,16.09,2.09,"wkday","00",13373
"962",2.18,0.14,-2.29,0.72,1025,2.18,16.09,2.93,"wkday","01",12937
"963",1.93,0.08,-2.5,0.72,1024.99,1.93,16.09,2.88,"wkday","02",12770
"964",1.39,0.09,-2.2,0.77,1025.07,1.39,16.09,2.46,"wkday","03",12688
"965",1.47,0.75,-2.25,0.76,1025.22,1.47,16.09,2.8,"wkday","04",12848
"966",1.83,0.79,-2.39,0.74,1025.72,1.83,16.09,3.83,"wkday","05",13507
"967",1.54,0.72,-3,0.72,1025.85,1.54,16.09,2.29,"wkday","06",14800
"968",0.97,0.59,-3.2,0.74,1026.17,0.97,16.09,2.46,"wkday","07",15989
"969",0.79,0.36,-2.48,0.79,1026.37,0.79,16.09,0.53,"wkday","08",16043
"970",3.77,0.12,-1.92,0.66,1026.47,3.77,15.72,2.35,"wkday","09",15587
"971",4.83,0.05,-2.81,0.54,1026.26,5.89,16.09,5.79,"wkday","10",15182
"972",6.34,0.06,-2.43,0.51,1025.84,7.12,16.09,5.46,"wkday","11",15053
"973",6.23,0.06,-2.32,0.5,1025.56,7.52,16.09,7.53,"wkday","12",15070
"974",7.02,0.24,-1.79,0.49,1024.39,8.38,16.09,8.43,"wkday","13",14939
"975",7.54,0.16,-2.07,0.47,1023.63,8.51,16.09,6.81,"wkday","14",15014
"976",7.39,0.03,-2.36,0.47,1023.19,8.37,16.09,6.81,"wkday","15",15433
"977",6.67,0.03,-2.72,0.47,1022.93,7.9,16.09,7.5,"wkday","16",16471
"978",5.52,0.03,-2.81,0.5,1022.84,7,16.09,7.9,"wkday","17",17541
"979",4.95,0.03,-2.81,0.53,1023.17,5.92,16.09,5.54,"wkday","18",17465
"980",4.42,0.03,-2.8,0.56,1023.14,5.32,16.09,5.13,"wkday","19",17274
"981",4.01,0,-2.9,0.61,1022.97,4.01,16.09,4.17,"wkday","20",16848
"982",3.04,0,-3.19,0.64,1022.85,3.04,16.09,4.7,"wkday","21",16109
"983",2.14,0,-2.77,0.7,1022.54,2.14,16.09,4.65,"wkday","22",15114
"984",1.32,0,-3.46,0.7,1022.07,1.32,16.09,3.38,"wkday","23",13997
"985",0.08,0,-3.54,0.69,1021.78,1.53,16.09,5.2,"wkday","00",13405
"986",1.32,0.01,-4.12,0.67,1021.42,1.32,16.09,1.63,"wkday","01",13043
"987",0.67,0.02,-3.17,0.75,1021.08,0.67,16.09,4.39,"wkday","02",12790
"988",1.58,0.29,-2.92,0.72,1020.73,1.58,16.09,4.12,"wkday","03",12756
"989",2.34,0.81,-2.77,0.69,1019.72,2.34,16.09,2.67,"wkday","04",12871
"990",2.34,0.98,-2.03,0.73,1019.34,2.34,16.09,2.91,"wkday","05",13538
"991",2.6,0.81,-1.64,0.74,1019.49,2.6,16.09,3.77,"wkday","06",14873
"992",2.72,0.71,-1.43,0.74,1018.88,2.72,15.26,1.42,"wkday","07",15992
"993",3.02,0.55,-0.67,0.77,1018.48,3.02,10.56,1.22,"wkday","08",16020
"994",4.24,0.22,0.29,0.75,1018.06,4.24,15.74,3.44,"wkday","09",15992
"995",4.37,0.22,0.63,0.71,1016.88,5.49,15.74,5.79,"wkday","10",15733
"996",6.09,0.59,1.28,0.65,1016.04,7.34,16.08,7.23,"wkday","11",15617
"997",6.16,0.59,1.15,0.64,1014.77,7.53,16.09,7.81,"wkday","12",15620
"998",6.54,0.71,1.32,0.63,1012.81,7.89,16.09,7.98,"wkday","13",15747
"999",7.37,0.28,1.36,0.61,1011.54,8.56,16.09,7.77,"wkday","14",15815
"1000",7.46,0.3,1.8,0.63,1010.82,8.46,16.09,6.94,"wkday","15",16167
"1001",6.15,0.56,1.29,0.64,1010.53,7.59,16.09,8.22,"wkday","16",17280
"1002",5.79,0.42,0.71,0.62,1010.25,7.43,16.09,8.93,"wkday","17",17798
"1003",5.06,0.78,1.22,0.69,1010.8,6.54,12.31,7.58,"wkday","18",17467
"1004",1.54,0.28,0.34,0.8,1012.15,3.44,16.09,7.26,"wkday","19",17381
"1005",-0.33,0.62,-1.51,0.77,1013.4,2.07,16.09,8.11,"wkday","20",17099
"1006",-2.34,0.28,-3.77,0.71,1015.07,0.91,15.08,10.53,"wkday","21",16571
"1007",-3.79,0.23,-7.61,0.58,1016.25,-0.36,16.09,10.25,"wkday","22",15513
"1008",-4.97,0.35,-7.59,0.63,1017.66,-1.48,14,9.66,"wkday","23",14434
"1009",-6.47,0.35,-7.53,0.68,1019.57,-2.35,15.63,11.38,"wkday","00",13817
"1010",-7.04,0.28,-9.81,0.61,1021.23,-3.3,16,9.33,"wkday","01",13600
"1011",-8.77,0.59,-12.52,0.55,1022.92,-4.84,16.09,9.06,"wkday","02",13471
"1012",-8.7,0.24,-13.67,0.52,1023.99,-5.32,15.9,7.31,"wkday","03",13506
"1013",-9.44,0.29,-14.45,0.5,1025.06,-5.58,14.76,8.48,"wkday","04",13655
"1014",-10.68,0.19,-14.16,0.53,1026.48,-6.22,16.09,9.85,"wkday","05",14272
"1015",-10.96,0.16,-14.59,0.53,1027.97,-6.74,15.45,8.88,"wkday","06",15628
"1016",-12.44,0.35,-13.32,0.63,1029.88,-7.61,10.38,10.2,"wkday","07",16880
"1017",-14.1,0.54,-14.45,0.63,1031.89,-8.72,16.09,11.22,"wkday","08",16832
"1018",-14.28,0.12,-15.92,0.56,1033.29,-8.72,16.09,11.8,"wkday","09",16675
"1019",-13.81,0.03,-15.81,0.53,1034.27,-7.99,16.09,13.28,"wkday","10",16441
"1020",-12.31,0.03,-16.04,0.47,1034.96,-6.72,16.09,13.47,"wkday","11",16294
"1021",-11.06,0.04,-16.27,0.44,1035.06,-5.91,16.09,12.46,"wkday","12",16281
"1022",-9.59,0.04,-14.85,0.46,1034.93,-4.97,16.09,11.18,"wkday","13",16141
"1023",-8.18,0.03,-13.57,0.48,1034.84,-4.27,16.09,9.32,"wkday","14",16234
"1024",-7.79,0.05,-12.62,0.5,1034.92,-3.83,16.09,9.75,"wkday","15",16561
"1025",-8.07,0.05,-12.34,0.51,1035.34,-3.72,16.09,11.17,"wkday","16",17482
"1026",-8.3,0.03,-12.26,0.53,1035.64,-3.98,16.09,10.86,"wkday","17",18565
"1027",-7.58,0.03,-12.25,0.55,1036.35,-4.6,16.09,6.63,"wkday","18",18490
"1028",-8.32,0.1,-12.57,0.56,1036.7,-5.19,16.09,6.76,"wkday","19",18281
"1029",-8.94,0.11,-13.13,0.54,1036.98,-5.41,16.09,7.68,"wkday","20",18048
"1030",-8.31,0.07,-13.27,0.55,1036.82,-5.58,16.09,5.78,"wkday","21",17484
"1031",-8.64,0,-13.03,0.57,1036.86,-5.87,16.09,5.78,"wkday","22",16502
"1032",-5.88,0,-12.75,0.58,1036.83,-5.88,16.09,4.78,"wkday","23",15412
"1033",-8.74,0,-12.89,0.6,1036.73,-6.37,16.09,4.91,"wknd","00",14722
"1034",-6.04,0.11,-12.61,0.6,1037.09,-6.04,16.09,4.54,"wknd","01",14286
"1035",-5.96,0.64,-12.08,0.62,1037.29,-5.96,16.09,4.04,"wknd","02",14031
"1036",-6.07,0.88,-11.91,0.63,1037.24,-6.07,16.09,4.1,"wknd","03",13872
"1037",-8.53,0.73,-12.08,0.62,1037.26,-6.03,16.09,5.21,"wknd","04",13834
"1038",-6.51,0.17,-12.36,0.63,1037.05,-6.51,16.09,3.83,"wknd","05",14152
"1039",-6.58,0.04,-12.06,0.65,1037.22,-6.58,16.09,3.6,"wknd","06",14833
"1040",-6.69,0.03,-12.16,0.65,1037.56,-6.69,16.09,3.6,"wknd","07",15291
"1041",-6.38,0.03,-11.72,0.66,1037.85,-6.38,16.09,3.22,"wknd","08",15515
"1042",-4.7,0.03,-10.76,0.62,1037.53,-4.7,16.09,3.57,"wknd","09",15512
"1043",-5.6,0.2,-7.76,0.68,1037.07,-2.66,16.09,7.34,"wknd","10",15466
"1044",-3.69,0.63,-6.39,0.7,1036.19,-1.7,16.09,5.39,"wknd","11",15531
"1045",-3.45,0.74,-6.49,0.65,1035.02,-0.74,16.09,7.55,"wknd","12",15521
"1046",-2.51,0.79,-6.38,0.64,1034.08,-0.34,16.09,6.28,"wknd","13",15276
"1047",-2.42,0.41,-6.51,0.6,1033.52,0.23,16.09,7.89,"wknd","14",15335
"1048",-2.19,0.78,-5.91,0.63,1032.25,0.29,16.09,7.42,"wknd","15",15773
"1049",-2.34,0.75,-6.06,0.62,1031.73,0.28,16.09,7.84,"wknd","16",16681
"1050",-2.83,0.3,-6.47,0.62,1031.03,-0.07,16.09,8.08,"wknd","17",17619
"1051",-2.11,0.08,-7.12,0.58,1030.74,0.08,16.09,6.5,"wknd","18",17346
"1052",-2.04,0.25,-7.05,0.57,1030.24,0.53,16.09,7.84,"wknd","19",16767
"1053",-1.18,0.35,-7.27,0.55,1029.95,0.63,16.09,5.75,"wknd","20",16542
"1054",-0.59,0.62,-7.13,0.55,1029.24,0.81,16.09,4.84,"wknd","21",15903
"1055",-0.77,0.86,-7,0.55,1028.52,1.01,16.09,5.81,"wknd","22",15082
"1056",0.96,0.94,-6.13,0.59,1028.03,0.96,16.09,3.38,"wknd","23",14301
"1057",1.09,0.81,-5.79,0.6,1027.7,1.09,16.09,2.37,"wknd","00",13704
"1058",1.37,0.71,-5.41,0.61,1027.59,1.37,16.09,1.05,"wknd","01",13247
"1059",1.22,0.7,-5.02,0.63,1027.39,1.22,16.09,0.26,"wknd","02",13085
"1060",0.93,0.91,-4.37,0.68,1027.81,0.93,16.09,0.29,"wknd","03",12926
"1061",1.48,0.97,-4.14,0.66,1027.63,1.48,16.09,0.37,"wknd","04",12901
"1062",1.58,0.94,-3.76,0.68,1027.88,1.58,16.09,1.21,"wknd","05",13041
"1063",1.66,0.88,-3.48,0.69,1028.11,1.66,16.09,0.74,"wknd","06",13398
"1064",1.81,0.95,-3.04,0.7,1028.03,1.81,16.09,0.21,"wknd","07",13970
"1065",2.1,0.98,-3.26,0.68,1028.12,2.1,16.09,1.53,"wknd","08",14630
"1066",2.29,0.96,-2.84,0.69,1028.44,2.29,16.09,0.74,"wknd","09",15076
"1067",3.12,0.96,-2.49,0.67,1028.4,3.12,16.09,1.66,"wknd","10",15287
"1068",3.88,1,-2.14,0.65,1028.58,3.88,16.09,1.77,"wknd","11",15373
"1069",4.72,1,-2.06,0.61,1028.18,4.72,16.09,0.68,"wknd","12",15381
"1070",4.88,1,-2.01,0.61,1027.8,4.88,16.09,1.21,"wknd","13",15167
"1071",4.86,1,-1.43,0.64,1027.34,4.86,16.09,3.59,"wknd","14",15345
"1072",4.86,0.95,-0.94,0.66,1027.03,4.86,16.09,3.6,"wknd","15",15844
"1073",3.79,0.94,-0.56,0.69,1027.05,4.74,16.09,5.04,"wknd","16",16787
"1074",4.74,0.96,-1.04,0.66,1027.3,4.74,10.17,4.02,"wknd","17",17617
"1075",4.76,1,-0.86,0.67,1027.89,4.76,10.69,3.23,"wknd","18",17127
"1076",4.81,0.8,-0.53,0.68,1028.05,4.81,16.09,2.17,"wknd","19",16660
"1077",5.1,0.7,-0.36,0.68,1027.85,5.1,16.09,2.77,"wknd","20",16131
"1078",5,0.63,-0.31,0.68,1027.76,5,16.09,4.15,"wknd","21",15657
"1079",4.56,0.64,0.41,0.74,1027.88,4.56,15.92,3.3,"wknd","22",14732
"1080",3.75,0.67,0.75,0.81,1027.75,3.75,15.26,2.04,"wknd","23",13917
"1081",3.06,0.62,0.54,0.84,1027.77,3.06,11.76,2.29,"wkday","00",13508
"1082",2.83,0.75,0.78,0.86,1027.43,2.83,10.75,1.45,"wkday","01",13165
"1083",2.72,0.7,0.98,0.88,1027.3,2.72,9.53,1.01,"wkday","02",13022
"1084",2.64,0.75,1.2,0.9,1027.18,2.64,10.35,3.07,"wkday","03",12955
"1085",2.59,0.71,0.88,0.88,1027.28,2.59,13.73,2.49,"wkday","04",13151
"1086",2.69,0.85,1.01,0.89,1027.39,2.69,14.08,2.69,"wkday","05",13737
"1087",2.74,0.85,1.06,0.89,1027.64,2.74,13.74,2.2,"wkday","06",14967
"1088",2.78,0.87,1.24,0.9,1027.66,2.78,12.31,1.98,"wkday","07",16346
"1089",3.06,0.87,1.35,0.89,1028.19,3.06,14.08,1.95,"wkday","08",16683
"1090",3.4,0.87,1.89,0.9,1028.44,3.4,14.08,1.79,"wkday","09",16848
"1091",3.91,0.97,2.06,0.88,1028.57,3.91,14.42,2.2,"wkday","10",17028
"1092",4.5,0.96,2.26,0.85,1028.9,4.5,11.99,2.67,"wkday","11",16966
"1093",5.03,0.72,2.4,0.83,1028.36,5.03,14.08,1.48,"wkday","12",16899
"1094",5.27,0.72,2.17,0.8,1028.19,5.27,13.37,2.06,"wkday","13",16839
"1095",5.52,0.77,2.21,0.79,1028.13,5.52,15.19,0.76,"wkday","14",17017
"1096",5.51,0.85,2.26,0.8,1028.1,5.51,16.09,2.66,"wkday","15",17229
"1097",5.53,0.93,2.57,0.81,1028.17,5.53,16.09,2.82,"wkday","16",17889
"1098",5.31,0.96,2.66,0.83,1028.36,5.31,16.09,2.32,"wkday","17",18696
"1099",4.91,0.96,2.76,0.86,1028.66,4.91,16.09,2.51,"wkday","18",18179
"1100",4.61,0.97,2.76,0.88,1028.95,4.61,16.09,2.77,"wkday","19",17786
"1101",4.18,0.92,2.63,0.9,1028.29,4.18,16.09,1.61,"wkday","20",17424
"1102",4.16,0.82,2.54,0.89,1028.22,4.16,16.09,2.78,"wkday","21",16617
"1103",4.09,0.78,2.13,0.87,1028.19,4.09,16.09,3.59,"wkday","22",15451
"1104",3.94,0.83,2.01,0.87,1028.31,3.94,16.09,1.87,"wkday","23",14422
"1105",3.89,0.92,1.86,0.87,1028.5,3.89,11.68,4.75,"wkday","00",13743
"1106",2.44,0.99,1.74,0.87,1028.69,3.77,6.89,5.65,"wkday","01",13386
"1107",2.14,0.98,1.58,0.87,1027.94,3.61,13.33,5.99,"wkday","02",13121
"1108",1.59,0.96,1.3,0.87,1028.11,3.29,9.75,6.53,"wkday","03",13070
"1109",0.05,0.86,0.57,0.89,1028.38,2.16,6.79,7.23,"wkday","04",13287
"1110",-0.39,0.84,0.24,0.9,1028.62,1.78,5.07,7.23,"wkday","05",13896
"1111",-0.58,0.82,0.01,0.89,1028.92,1.55,3.59,6.98,"wkday","06",15184
"1112",-0.27,0.86,0.01,0.89,1029.2,1.65,2.32,6.42,"wkday","07",16367
"1113",0.38,0.6,0.33,0.89,1028.38,1.89,13.71,5.42,"wkday","08",16639
"1114",1.04,0.58,0.58,0.88,1028.71,2.34,10.85,5.09,"wkday","09",16536
"1115",1.61,0.51,0.72,0.86,1028.86,2.82,10.06,5.05,"wkday","10",16426
"1116",3.58,0.47,0.83,0.82,1028.73,3.58,13.1,4.39,"wkday","11",16326
"1117",4.79,0.42,0.97,0.76,1028.43,4.79,16.09,3.46,"wkday","12",16166
"1118",5.73,0.41,1.22,0.73,1028.03,5.73,16.09,2.69,"wkday","13",16178
"1119",6.31,0.27,0.74,0.68,1026.66,6.31,16.09,3.59,"wkday","14",16306
"1120",5.38,0.2,0.55,0.71,1026.64,5.38,16.09,3.41,"wkday","15",16616
"1121",5.32,0.28,-0.23,0.67,1026.58,5.32,16.09,4.26,"wkday","16",17397
"1122",4.04,0.27,-0.36,0.68,1026.67,4.97,16.09,5.07,"wkday","17",18181
"1123",3.09,0.25,-0.44,0.7,1026.83,4.49,16.09,6.16,"wkday","18",17988
"1124",1.88,0.23,-0.57,0.72,1025.77,3.97,16.09,8.24,"wkday","19",17636
"1125",1.3,0.18,-0.48,0.74,1025.61,3.63,16.09,8.93,"wkday","20",17242
"1126",0.77,0.11,-0.32,0.77,1025.54,3.31,16.09,9.5,"wkday","21",16463
"1127",0.49,0.02,0.3,0.82,1025.44,3.08,16.09,9.51,"wkday","22",15339
"1128",0.13,0.03,0.43,0.84,1025.44,2.87,16.09,9.98,"wkday","23",14265
"1129",-0.12,0.05,0.46,0.85,1025.37,2.73,16.09,10.35,"wkday","00",13569
"1130",-0.02,0.06,0.46,0.84,1025.24,2.93,16.09,10.96,"wkday","01",13068
"1131",0.24,0.11,0.65,0.83,1024.12,3.21,16.09,11.31,"wkday","02",12785
"1132",0.33,0.18,0.95,0.84,1023.82,3.32,16.09,11.51,"wkday","03",12700
"1133",0.16,0.07,0.89,0.84,1023.64,3.26,16.09,12.02,"wkday","04",12907
"1134",0.16,0.21,1.16,0.86,1023.42,3.32,16.09,12.42,"wkday","05",13573
"1135",0.2,0.39,1.36,0.86,1023.23,3.41,16.09,12.75,"wkday","06",15040
"1136",0.18,0.61,1.43,0.87,1022.94,3.46,16.09,13.16,"wkday","07",16117
"1137",0.08,0.47,1.52,0.86,1021.43,3.69,16.09,15.47,"wkday","08",16126
"1138",0.48,0.54,1.67,0.84,1020.75,4.13,16.09,16.4,"wkday","09",15793
"1139",1.57,0.6,1.66,0.78,1019.48,5.17,16.09,17.83,"wkday","10",15753
"1140",1.88,0.71,1.39,0.75,1018.31,5.46,16.09,18.28,"wkday","11",15807
"1141",2.29,0.84,1.1,0.72,1017,5.81,16.09,18.38,"wkday","12",16165
"1142",2.85,0.94,0.9,0.69,1015.82,6.24,16.09,18.3,"wkday","13",16484
"1143",3.36,0.97,0.83,0.67,1013.98,6.6,16.09,17.83,"wkday","14",16568
"1144",5,0.64,1.04,0.69,1013.49,6.3,16.09,6.78,"wkday","15",16756
"1145",5.06,0.79,1,0.69,1012.35,6.31,16.09,6.6,"wkday","16",17383
"1146",4.62,0.64,1.47,0.71,1011.02,6.39,16.09,8.64,"wkday","17",18028
"1147",4.64,0.7,1.94,0.71,1010.25,6.77,16.09,10.77,"wkday","18",17717
"1148",5.97,0.36,2.65,0.72,1008.72,7.33,16.08,7.66,"wkday","19",17418
"1149",5.73,0.69,3.47,0.77,1007.34,7.16,15.24,7.79,"wkday","20",17042
"1150",5.33,0.98,4.56,0.85,1006.22,6.9,10.78,8.21,"wkday","21",16307
"1151",4.79,0.96,5.14,0.88,1004.94,6.95,13.94,11.07,"wkday","22",15134
"1152",5.14,0.96,5.95,0.91,1003.85,7.28,15.06,11.35,"wkday","23",14003
"1153",6.13,0.8,6.54,0.94,1003.08,7.49,14.08,7.74,"wkday","00",13228
"1154",6.55,0.4,6.99,0.95,1002.42,7.81,13.92,7.55,"wkday","01",12866
"1155",6.3,0.78,6.35,0.9,1002.48,7.84,16.09,8.82,"wkday","02",12670
"1156",6.27,0.79,5.66,0.87,1003,7.74,16.09,8.45,"wkday","03",12479
"1157",5.24,0.74,4.16,0.83,1003.76,6.92,16.09,8.69,"wkday","04",12549
"1158",4.58,0.71,3.49,0.81,1004.32,6.48,16.09,9.32,"wkday","05",13145
"1159",4.4,0.71,3.01,0.81,1004.76,5.94,16.09,7.45,"wkday","06",14455
"1160",4.37,0.7,2.86,0.81,1005.12,5.87,16.09,7.23,"wkday","07",15779
"1161",4.07,0.84,2.76,0.79,1005.56,6.07,16.09,9.4,"wkday","08",15972
"1162",4.28,0.67,2.59,0.79,1005.87,5.97,16.09,8,"wkday","09",16149
"1163",4.2,0.28,2.58,0.78,1006.19,6.09,16.09,8.98,"wkday","10",16154
"1164",5.49,0.37,2.85,0.74,1007.07,7.19,16.09,9.04,"wkday","11",16204
"1165",5.57,0.67,2.24,0.69,1007.48,7.56,16.09,10.88,"wkday","12",16237
"1166",4.1,0.3,1.81,0.72,1009.01,6.48,16.09,11.78,"wkday","13",16367
"1167",3.56,0.41,1.39,0.7,1010.11,6.47,16.09,15.13,"wkday","14",16435
"1168",3.7,0.67,0.79,0.7,1011.54,5.83,16.09,9.85,"wkday","15",16737
"1169",2.43,0.35,0.22,0.71,1012.98,5.04,16.09,11.41,"wkday","16",17360
"1170",1.57,0.28,-0.49,0.72,1014.51,4.18,16.09,10.61,"wkday","17",18061
"1171",1.55,0.3,-1.07,0.73,1016.12,3.33,15.13,6.81,"wkday","18",17791
"1172",0.7,0.27,-1.37,0.74,1017.3,2.83,14.63,7.69,"wkday","19",17758
"1173",-0.39,0.27,-1.8,0.74,1018.28,2.28,16.09,9.29,"wkday","20",17499
"1174",-1.44,0.7,-1.96,0.78,1019.23,1.49,14.89,9.7,"wkday","21",16839
"1175",-1.93,0.47,-2.77,0.74,1020.06,1.35,16.09,11.06,"wkday","22",15875
"1176",-2.47,0.96,-3.46,0.72,1020.62,0.98,16.09,11.46,"wkday","23",14837
"1177",-2.39,1,-3.89,0.72,1021.19,0.61,16.09,9.3,"wkday","00",14050
"1178",-3.14,1,-4.24,0.72,1021.83,0.11,16.09,9.9,"wkday","01",13586
"1179",-3.39,1,-4.81,0.71,1022.7,-0.11,16.09,9.88,"wkday","02",13383
"1180",-3.26,1,-4.96,0.7,1023.69,-0.22,16.09,8.92,"wkday","03",13354
"1181",-3.63,1,-5.53,0.68,1023.77,-0.38,16.09,9.54,"wkday","04",13492
"1182",-4.28,0.97,-5.98,0.68,1024.11,-0.89,16.09,9.67,"wkday","05",14161
"1183",-4.17,0.95,-6.43,0.68,1024.62,-1.23,16.09,8.03,"wkday","06",15490
"1184",-3.8,0.9,-6.39,0.67,1025.53,-1.15,16.09,7.21,"wkday","07",16486
"1185",-4.09,0.68,-6.53,0.69,1026,-1.63,16.09,6.52,"wkday","08",16767
"1186",-3.6,0.32,-6.63,0.67,1026.06,-1.24,16.09,6.42,"wkday","09",16408
"1187",-0.63,0.3,-6.42,0.65,1025.66,-0.63,16.09,2.37,"wkday","10",16144
"1188",0.8,0.13,-5.25,0.64,1025.28,0.8,16.09,2.64,"wkday","11",15736
"1189",-0.16,0.13,-5.27,0.61,1024.23,1.34,16.09,5.25,"wkday","12",15654
"1190",0.27,0.03,-4.94,0.61,1023.41,1.88,16.09,5.68,"wkday","13",15613
"1191",0.31,0.03,-4.36,0.62,1022.52,2.13,16.09,6.36,"wkday","14",15677
"1192",-0.2,0.03,-4.55,0.63,1021.48,1.79,16.09,6.69,"wkday","15",16230
"1193",1.51,0.61,-4.08,0.66,1021.01,1.51,16.09,4.41,"wkday","16",17186
"1194",-0.49,0.88,-3.85,0.69,1019.78,1.27,16.09,5.84,"wkday","17",18026
"1195",0.16,0.87,-3.19,0.7,1018.88,1.61,16.09,5.21,"wkday","18",17618
"1196",1.83,0.86,-2.53,0.73,1017.7,1.83,16.09,3.89,"wkday","19",17214
"1197",-0.08,0.86,-2,0.74,1016.62,2.17,16.09,7.69,"wkday","20",16790
"1198",0.63,0.88,-1.28,0.75,1015.55,2.63,16.09,7.11,"wkday","21",16150
"1199",1.03,0.63,-1.02,0.76,1014.37,2.83,16.09,6.61,"wkday","22",15269
"1200",0.84,0.21,-1.06,0.76,1012.81,2.74,16.09,6.87,"wkday","23",14171
"1201",1.18,0.35,-0.14,0.79,1011.42,3.22,16.09,7.6,"wknd","00",13419
"1202",1.16,0.67,0.36,0.8,1009.35,3.46,16.09,8.66,"wknd","01",13008
"1203",1.61,0.7,0.56,0.79,1008.04,3.83,16.09,8.59,"wknd","02",12691
