Partition_Key, Apparent_Temperature, Cloud_Cover, Dew_Point, Humidity, Icon, Local_Time, Ozone, Precip_Accumulation, Precip_Intensity, Precip_Probability, Precip_Type, Pressure, Summary, Temperature, UTC_Time, Visibility, Wind_Bearing, Wind_Speed
CYQG,22.81,0.03,14.98,0.61,clear-day,10/09/2017 13:00,258.68,0,0.0025,0.01,rain,1012.28,Clear,22.81,10/09/2017 17:00,16.09,278,2.95
CYQG,23.52,0.03,14.45,0.57,clear-day,10/09/2017 14:00,257.84,0,0.0051,0.01,rain,1012.36,Clear,23.52,10/09/2017 18:00,16.09,263,3.8
CYQG,24.23,0.03,14.04,0.53,clear-day,10/09/2017 15:00,257.98,0,0.0051,0.01,rain,1012.43,Clear,24.23,10/09/2017 19:00,16.09,270,3.43
CYQG,24.38,0.03,13.88,0.52,clear-day,10/09/2017 16:00,258.36,0,0.0051,0.01,rain,1012.7,Clear,24.38,10/09/2017 20:00,16.09,220,4.86
CYQG,24.76,0,13.58,0.5,clear-day,10/09/2017 17:00,258.45,0,0.0051,0.01,rain,1012.93,Clear,24.76,10/09/2017 21:00,16.09,230,4.14
CYQG,24.18,0,13.89,0.53,clear-day,10/09/2017 18:00,258.11,0,0.0025,0.01,rain,1013.32,Clear,24.18,10/09/2017 22:00,16.09,233,3.91
CYQG,22.22,0.03,14.57,0.62,clear-night,10/09/2017 19:00,257.6,0,0,0,rain,1013.91,Clear,22.22,10/09/2017 23:00,16.09,208,2.86
CYQG,19.86,0.03,14.92,0.73,clear-night,10/09/2017 20:00,259.49,0,0.0025,0.01,rain,1014.67,Clear,19.86,10/10/2017 0:00,16.09,195,3.4
CYQG,19.14,0,14.73,0.76,clear-night,10/09/2017 21:00,259.41,0,0,0,rain,1015.3,Clear,19.14,10/10/2017 1:00,16.09,177,3.25
CYQG,17.55,0,14.74,0.84,clear-night,10/09/2017 22:00,259.42,0,0,0,rain,1015.89,Clear,17.55,10/10/2017 2:00,16.09,159,3.41
CYQG,17.28,0.01,14.75,0.85,clear-night,10/09/2017 23:00,259.33,0,0.0025,0.01,rain,1016.4,Clear,17.28,10/10/2017 3:00,16.09,211,4.23
CYQG,16.87,0,14.19,0.84,clear-night,10/10/2017 0:00,259.2,0,0.0025,0.01,rain,1016.82,Clear,16.87,10/10/2017 4:00,13.78,202,2.62
CYQG,16.14,0.16,13.81,0.86,clear-night,10/10/2017 1:00,259.01,0,0.0051,0.01,rain,1016.87,Clear,16.14,10/10/2017 5:00,9.58,228,1.37
CYQG,15.61,0.24,13.51,0.87,clear-night,10/10/2017 2:00,258.68,0,0.0076,0.01,rain,1017.36,Clear,15.61,10/10/2017 6:00,11.01,233,1.79
CYQG,15.09,0.02,13.17,0.88,clear-night,10/10/2017 3:00,258.16,0,0.0076,0.01,rain,1017.66,Clear,15.09,10/10/2017 7:00,11.73,257,1.61
CYQG,14.23,0.02,12.69,0.9,clear-night,10/10/2017 4:00,257.66,0,0.0051,0.01,rain,1017.8,Clear,14.23,10/10/2017 8:00,11.97,315,2.22
CYQG,13.76,0.03,12.16,0.9,clear-night,10/10/2017 5:00,257.4,0,0,0,rain,1017.77,Clear,13.76,10/10/2017 9:00,11.46,337,3.33
CYQG,13.68,0.05,12.21,0.91,clear-night,10/10/2017 6:00,257.56,0,0,0,rain,1018.67,Clear,13.68,10/10/2017 10:00,12.96,344,4.15
CYQG,14.53,0.05,12.78,0.89,clear-night,10/10/2017 7:00,258.07,0,0,0,rain,1019.54,Clear,14.53,10/10/2017 11:00,14.9,349,6.92
CYQG,14.68,0.12,12.96,0.89,clear-day,10/10/2017 8:00,259.38,0,0,0,rain,1020.17,Clear,14.68,10/10/2017 12:00,15.29,5,8.59
CYQG,14.57,0.31,13.17,0.91,partly-cloudy-day,10/10/2017 9:00,260,0,0,0,rain,1021.17,Partly Cloudy,14.57,10/10/2017 13:00,14.81,12,6.52
CYQG,16.48,0.1,14.19,0.86,clear-day,10/10/2017 10:00,260.55,0,0.0051,0.01,rain,1021.22,Clear,16.48,10/10/2017 14:00,16.09,18,7.82
CYQG,17.64,0.06,14.34,0.81,clear-day,10/10/2017 11:00,260.88,0,0,0,rain,1021.22,Clear,17.64,10/10/2017 15:00,16.09,27,9.83
CYQG,19.37,0.07,14.52,0.74,clear-day,10/10/2017 12:00,260.89,0,0,0,rain,1021.26,Clear,19.37,10/10/2017 16:00,16.09,29,9.87
CYQG,19.68,0.23,14.34,0.71,clear-day,10/10/2017 13:00,260.82,0,0,0,rain,1021.71,Clear,19.68,10/10/2017 17:00,16.09,32,10.36
CYQG,20.3,0.26,14.52,0.69,partly-cloudy-day,10/10/2017 14:00,260.92,0,0.0025,0.01,rain,1021.46,Partly Cloudy,20.3,10/10/2017 18:00,16.09,35,12.17
CYQG,20.32,0.26,14.31,0.68,partly-cloudy-day,10/10/2017 15:00,260.31,0,0,0,rain,1021.14,Partly Cloudy,20.32,10/10/2017 19:00,16.09,41,12.75
CYQG,20.23,0.21,13.9,0.67,clear-day,10/10/2017 16:00,259.53,0,0,0,rain,1021.11,Clear,20.23,10/10/2017 20:00,16.09,44,13.41
CYQG,19.49,0.1,13.46,0.68,clear-day,10/10/2017 17:00,258.87,0,0,0,rain,1020.72,Clear,19.49,10/10/2017 21:00,16.09,45,15.43
CYQG,18.56,0.27,12.57,0.68,partly-cloudy-day,10/10/2017 18:00,258.26,0,0,0,rain,1021.05,Partly Cloudy,18.56,10/10/2017 22:00,16.09,48,15.24
CYQG,17.37,0.2,11.13,0.67,clear-night,10/10/2017 19:00,257.75,0,0,0,rain,1021.32,Clear,17.37,10/10/2017 23:00,16.09,44,15.5
CYQG,16.44,0.39,10.16,0.66,partly-cloudy-night,10/10/2017 20:00,260.68,0,0.0025,0.01,rain,1021.34,Partly Cloudy,16.44,10/11/2017 0:00,16.09,43,15.79
CYQG,16.21,0.37,10.32,0.68,partly-cloudy-night,10/10/2017 21:00,260.95,0,0,0,rain,1021.27,Partly Cloudy,16.21,10/11/2017 1:00,16.09,38,16.17
CYQG,15.59,0.89,10.53,0.72,partly-cloudy-night,10/10/2017 22:00,261.51,0,0.0076,0.02,rain,1021.04,Mostly Cloudy,15.59,10/11/2017 2:00,16.09,43,17.54
CYQG,15.47,0.9,10.59,0.73,partly-cloudy-night,10/10/2017 23:00,262.04,0,0.0178,0.05,rain,1020.67,Mostly Cloudy,15.47,10/11/2017 3:00,16.09,44,16.06
CYQG,15.37,0.83,10.56,0.73,partly-cloudy-night,10/11/2017 0:00,262.62,0,0.0432,0.13,rain,1019.87,Mostly Cloudy,15.37,10/11/2017 4:00,16.09,45,16.58
CYQG,15.19,0.78,9.82,0.7,rain,10/11/2017 1:00,263.29,0,0.1575,0.26,rain,1019.58,Drizzle,15.19,10/11/2017 5:00,16.09,44,15.48
CYQG,14.5,0.63,9.69,0.73,rain,10/11/2017 2:00,263.57,0,0.1397,0.26,rain,1019.5,Drizzle,14.5,10/11/2017 6:00,16.09,42,14.92
CYQG,14.03,0.56,9.35,0.73,partly-cloudy-night,10/11/2017 3:00,263.53,0,0.0889,0.24,rain,1019.24,Partly Cloudy,14.03,10/11/2017 7:00,16.09,46,15.8
CYQG,13.96,0.85,9.97,0.77,rain,10/11/2017 4:00,263.46,0,0.2261,0.36,rain,1018.37,Drizzle,13.96,10/11/2017 8:00,16.09,51,17.35
CYQG,13.36,0.88,10.42,0.82,partly-cloudy-night,10/11/2017 5:00,264.16,0,0.0711,0.31,rain,1017.7,Mostly Cloudy,13.36,10/11/2017 9:00,15.19,52,16.42
CYQG,12.91,0.76,10.7,0.86,rain,10/11/2017 6:00,266.03,0,0.3531,0.44,rain,1017.49,Light Rain,12.91,10/11/2017 10:00,11.56,51,17.19
CYQG,12.32,0.65,11.09,0.92,rain,10/11/2017 7:00,268.63,0,1.2141,0.7,rain,1017.59,Light Rain,12.32,10/11/2017 11:00,7.9,49,17.48
CYQG,12.16,0.58,11.24,0.94,rain,10/11/2017 8:00,272.5,0,2.0015,0.83,rain,1017.56,Rain,12.16,10/11/2017 12:00,8.27,48,19.78
CYQG,11.88,0.68,11.03,0.95,rain,10/11/2017 9:00,274.74,0,1.8085,0.84,rain,1017.79,Rain,11.88,10/11/2017 13:00,6.82,51,20.91
CYQG,11.71,0.66,10.7,0.94,rain,10/11/2017 10:00,276.79,0,0.8788,0.77,rain,1017.77,Light Rain,11.71,10/11/2017 14:00,9.37,52,22.21
CYQG,11.98,0.84,10.98,0.94,rain,10/11/2017 11:00,278.93,0,0.6401,0.78,rain,1017.59,Light Rain,11.98,10/11/2017 15:00,9.33,51,21.24
CYQG,12.15,0.9,11.19,0.94,rain,10/11/2017 12:00,281.41,0,0.5791,0.58,rain,1017.85,Light Rain,12.15,10/11/2017 16:00,9.16,53,21.89
CYQG,12.24,0.9,11.28,0.94,rain,10/11/2017 13:00,283.91,0,0.3277,0.57,rain,1017.92,Light Rain,12.24,10/11/2017 17:00,13.26,56,21.74
CYQG,12.11,0.95,11.21,0.94,rain,10/11/2017 14:00,285.54,0,0.2489,0.53,rain,1017.94,Light Rain,12.11,10/11/2017 18:00,8.55,54,22
CYQG,11.84,0.93,11.03,0.95,rain,10/11/2017 15:00,285.22,0,0.3327,0.52,rain,1018.01,Light Rain,11.84,10/11/2017 19:00,7.85,53,21.02
CYQG,11.37,0.95,10.54,0.95,rain,10/11/2017 16:00,283.92,0,0.2235,0.4,rain,1019,Drizzle,11.37,10/11/2017 20:00,6.15,50,21.42
CYQG,11.01,0.96,10.06,0.94,cloudy,10/11/2017 17:00,282.66,0,0.1219,0.28,rain,1019.61,Overcast,11.01,10/11/2017 21:00,7.1,46,21.08
CYQG,10.69,0.9,9.54,0.93,partly-cloudy-day,10/11/2017 18:00,281.57,0,0.094,0.22,rain,1020.22,Mostly Cloudy,10.69,10/11/2017 22:00,10.41,48,22.16
CYQG,10.68,0.84,9.46,0.92,partly-cloudy-night,10/11/2017 19:00,280.58,0,0.0838,0.16,rain,1020.88,Mostly Cloudy,10.68,10/11/2017 23:00,10.96,48,21.02
CYQG,11.21,0.87,9.64,0.9,partly-cloudy-night,10/11/2017 20:00,276.47,0,0.0838,0.12,rain,1021.04,Mostly Cloudy,11.21,10/12/2017 0:00,10.67,46,21.4
CYQG,11.13,0.8,9.63,0.9,partly-cloudy-night,10/11/2017 21:00,276.27,0,0.061,0.09,rain,1021.27,Mostly Cloudy,11.13,10/12/2017 1:00,12.68,48,18.67
CYQG,11.07,0.62,9.53,0.9,partly-cloudy-night,10/11/2017 22:00,276.72,0,0.033,0.05,rain,1021.72,Mostly Cloudy,11.07,10/12/2017 2:00,13.1,51,18.2
CYQG,10.89,0.76,9.48,0.91,partly-cloudy-night,10/11/2017 23:00,277.56,0,0.0203,0.03,rain,1021.84,Mostly Cloudy,10.89,10/12/2017 3:00,13.47,47,18.27
CYQG,10.68,0.81,9.16,0.9,partly-cloudy-night,10/12/2017 0:00,278.79,0,0.0254,0.04,rain,1021.79,Mostly Cloudy,10.68,10/12/2017 4:00,16.09,47,16.69
CYQG,10.69,0.91,9.34,0.91,partly-cloudy-night,10/12/2017 1:00,280.31,0,0.0381,0.05,rain,1022.03,Mostly Cloudy,10.69,10/12/2017 5:00,16,44,15.06
CYQG,10.38,0.84,9.34,0.93,partly-cloudy-night,10/12/2017 2:00,283.27,0,0.0508,0.06,rain,1021.94,Mostly Cloudy,10.38,10/12/2017 6:00,9.8,43,15.08
CYQG,10.54,0.94,9.39,0.93,cloudy,10/12/2017 3:00,283.48,0,0.0432,0.05,rain,1022.2,Overcast,10.54,10/12/2017 7:00,11.83,39,13.92
CYQG,10.36,1,9.44,0.94,cloudy,10/12/2017 4:00,283.23,0,0.0356,0.04,rain,1022.17,Overcast,10.36,10/12/2017 8:00,8.26,41,14.02
CYQG,10.26,0.98,9.51,0.95,cloudy,10/12/2017 5:00,282.97,0,0.0737,0.07,rain,1022.21,Overcast,10.26,10/12/2017 9:00,7.26,37,13.41
CYQG,10.24,0.98,9.52,0.95,cloudy,10/12/2017 6:00,282.56,0,0.066,0.06,rain,1022.42,Overcast,10.24,10/12/2017 10:00,7.37,32,12.36
CYQG,10.18,0.98,9.52,0.96,cloudy,10/12/2017 7:00,282.07,0,0.0457,0.05,rain,1022.66,Overcast,10.18,10/12/2017 11:00,7.63,29,12.23
CYQG,10.27,1,9.6,0.96,cloudy,10/12/2017 8:00,278.39,0,0.033,0.03,rain,1022.76,Overcast,10.27,10/12/2017 12:00,10.67,25,11.94
CYQG,10.56,1,9.97,0.96,cloudy,10/12/2017 9:00,277.98,0,0.0406,0.04,rain,1022.94,Overcast,10.56,10/12/2017 13:00,5.07,29,12.25
CYQG,10.95,1,10.31,0.96,cloudy,10/12/2017 10:00,277.47,0,0.0406,0.04,rain,1023.07,Overcast,10.95,10/12/2017 14:00,5.87,30,11.81
CYQG,11.36,1,10.67,0.96,cloudy,10/12/2017 11:00,276.98,0,0.0711,0.05,rain,1022.97,Overcast,11.36,10/12/2017 15:00,5.55,33,11.72
CYQG,11.71,1,11.09,0.96,cloudy,10/12/2017 12:00,276.29,0,0.0483,0.04,rain,1023.06,Overcast,11.71,10/12/2017 16:00,6.26,35,10.94
CYQG,12.17,1,11.46,0.95,cloudy,10/12/2017 13:00,275.48,0,0.0254,0.02,rain,1022.79,Overcast,12.17,10/12/2017 17:00,8.05,34,10.3
CYQG,12.58,1,11.78,0.95,cloudy,10/12/2017 14:00,274.38,0,0.0152,0.01,rain,1022.18,Overcast,12.58,10/12/2017 18:00,8.3,31,10.4
CYQG,13.29,1,12.24,0.93,cloudy,10/12/2017 15:00,274.08,0,0.0203,0.02,rain,1021.69,Overcast,13.29,10/12/2017 19:00,8,44,8.85
CYQG,13.74,1,12.58,0.93,cloudy,10/12/2017 16:00,273.97,0,0.0305,0.02,rain,1021.44,Overcast,13.74,10/12/2017 20:00,8.01,30,8.4
CYQG,14,1,12.83,0.93,cloudy,10/12/2017 17:00,273.89,0,0.0305,0.02,rain,1021.18,Overcast,14,10/12/2017 21:00,5.99,40,6.73
CYQG,14.02,1,13.07,0.94,cloudy,10/12/2017 18:00,273.89,0,0.0254,0.02,rain,1021.03,Overcast,14.02,10/12/2017 22:00,7.07,42,5.29
CYQG,14.21,0.9,13.4,0.95,partly-cloudy-night,10/12/2017 19:00,273.99,0,0.033,0.03,rain,1021.17,Mostly Cloudy,14.21,10/12/2017 23:00,7.97,49,4.33
CYQG,14.36,1,13.38,0.94,cloudy,10/12/2017 20:00,275.82,0,0.0457,0.03,rain,1021.09,Overcast,14.36,10/13/2017 00:00,8,30,4.39
CYQG,14.5,1,13.6,0.94,cloudy,10/12/2017 21:00,275.33,0,0.0432,0.04,rain,1021.01,Overcast,14.5,10/13/2017 01:00,7.45,72,2.7
CYQG,14.53,0.91,13.69,0.95,partly-cloudy-night,10/12/2017 22:00,274.73,0,0.0254,0.04,rain,1020.99,Mostly Cloudy,14.53,10/13/2017 02:00,7.42,210,1.48
CYQG,14.57,0.73,13.78,0.95,partly-cloudy-night,10/12/2017 23:00,274.32,0,0.0305,0.02,rain,1020.77,Mostly Cloudy,14.57,10/13/2017 03:00,7.16,274,3.49
CYQG,14.35,0.84,13.59,0.95,partly-cloudy-night,10/13/2017 00:00,274.07,0,0.0203,0.02,rain,1020.95,Mostly Cloudy,14.35,10/13/2017 04:00,5.41,269,3.78
CYQG,14.1,0.86,13.42,0.96,partly-cloudy-night,10/13/2017 01:00,274.05,0,0.0102,0.01,rain,1021.1,Mostly Cloudy,14.1,10/13/2017 05:00,4.54,225,3.41
CYQG,13.92,0.86,13.18,0.95,partly-cloudy-night,10/13/2017 02:00,276.46,0,0.0102,0.02,rain,1021.34,Mostly Cloudy,13.92,10/13/2017 06:00,7.6,244,5.13
CYQG,14.06,0.84,13.42,0.96,partly-cloudy-night,10/13/2017 03:00,276.2,0,0.0076,0.01,rain,1021.28,Mostly Cloudy,14.06,10/13/2017 07:00,5.71,228,4.25
CYQG,14,0.85,13.34,0.96,partly-cloudy-night,10/13/2017 04:00,275.69,0,0.0051,0.01,rain,1021.43,Mostly Cloudy,14,10/13/2017 08:00,6.92,233,4.02
CYQG,14.06,0.93,13.24,0.95,partly-cloudy-night,10/13/2017 05:00,274.94,0,0.0076,0.01,rain,1021.56,Mostly Cloudy,14.06,10/13/2017 09:00,7.45,231,4.35
CYQG,14.05,0.89,13.32,0.95,partly-cloudy-night,10/13/2017 06:00,273.83,0,0.0102,0.02,rain,1021.96,Mostly Cloudy,14.05,10/13/2017 10:00,7.15,223,4.02
CYQG,14.06,0.74,13.27,0.95,partly-cloudy-night,10/13/2017 07:00,272.38,0,0.0152,0.02,rain,1022.07,Mostly Cloudy,14.06,10/13/2017 11:00,7.18,232,3.94
CYQG,14.05,0.67,13.31,0.95,partly-cloudy-day,10/13/2017 08:00,267.57,0,0.0152,0.02,rain,1022.19,Mostly Cloudy,14.05,10/13/2017 12:00,6.39,228,4.12
CYQG,14.3,0.61,13.61,0.96,partly-cloudy-day,10/13/2017 09:00,266.57,0,0.0127,0.02,rain,1022.5,Mostly Cloudy,14.3,10/13/2017 13:00,6.04,217,4.2
CYQG,14.84,0.76,13.92,0.94,partly-cloudy-day,10/13/2017 10:00,265.59,0,0.0025,0.01,rain,1022.57,Mostly Cloudy,14.84,10/13/2017 14:00,7.21,216,4.52
CYQG,15.86,0.76,14.52,0.92,partly-cloudy-day,10/13/2017 11:00,264.79,0,0,0,rain,1022.45,Mostly Cloudy,15.82,10/13/2017 15:00,9.06,202,6.63
CYQG,16.99,0.92,14.96,0.88,partly-cloudy-day,10/13/2017 12:00,264.17,0,0,0,rain,1022.29,Mostly Cloudy,16.94,10/13/2017 16:00,10.83,213,7.23
CYQG,18.68,0.68,15.32,0.81,partly-cloudy-day,10/13/2017 13:00,263.75,0,0,0,rain,1021.69,Mostly Cloudy,18.65,10/13/2017 17:00,16.09,209,9.16
CYQG,19.93,0.31,14.56,0.71,partly-cloudy-day,10/13/2017 14:00,262.84,0,0,0,rain,1021.05,Partly Cloudy,19.93,10/13/2017 18:00,16.09,207,9.72
CYQG,20.22,0.48,14.02,0.68,partly-cloudy-day,10/13/2017 15:00,262.58,0,0,0,rain,1020.48,Partly Cloudy,20.22,10/13/2017 19:00,16.09,204,9.67
CYQG,20.71,0.46,13.81,0.65,partly-cloudy-day,10/13/2017 16:00,262.48,0,0,0,rain,1020.24,Partly Cloudy,20.71,10/13/2017 20:00,16.09,205,10.17
CYQG,20.7,0.17,13.81,0.65,clear-day,10/13/2017 17:00,262.34,0,0.0076,0.01,rain,1019.99,Clear,20.7,10/13/2017 21:00,16.09,196,9.17
CYQG,20.16,0.11,13.89,0.67,clear-day,10/13/2017 18:00,262.35,0,0.0051,0.01,rain,1019.98,Clear,20.16,10/13/2017 22:00,16.09,193,8.35
CYQG,18.49,0.22,13.85,0.74,clear-night,10/13/2017 19:00,262.44,0,0.0025,0.01,rain,1020.25,Clear,18.49,10/13/2017 23:00,16.09,184,6.36
CYQG,17.63,0.72,14.05,0.8,partly-cloudy-night,10/13/2017 20:00,265.82,0,0,0,rain,1020.43,Mostly Cloudy,17.63,10/14/2017 00:00,16.09,179,6.05
CYQG,17.77,0.97,14.32,0.8,cloudy,10/13/2017 21:00,265.89,0,0,0,rain,1020.71,Overcast,17.77,10/14/2017 01:00,15.9,185,6.97
CYQG,17.74,0.97,14.61,0.82,cloudy,10/13/2017 22:00,265.87,0,0,0,rain,1021.02,Overcast,17.74,10/14/2017 02:00,14.55,181,6.52
CYQG,17.28,0.97,14.88,0.86,cloudy,10/13/2017 23:00,265.99,0,0.0025,0.01,rain,1021.04,Overcast,17.26,10/14/2017 03:00,14.55,179,5.6
CYQG,17.51,0.9,15.04,0.86,partly-cloudy-night,10/14/2017 00:00,266.21,0,0.0025,0.01,rain,1021.05,Mostly Cloudy,17.47,10/14/2017 04:00,15.34,182,6.36
CYQG,17.12,0.92,15.13,0.89,partly-cloudy-night,10/14/2017 01:00,266.47,0,0.0025,0.01,rain,1020.91,Mostly Cloudy,17.04,10/14/2017 05:00,15.3,184,5.31
CYQG,16.94,0.81,15.25,0.9,partly-cloudy-night,10/14/2017 02:00,267.82,0,0.0051,0.01,rain,1020.75,Mostly Cloudy,16.84,10/14/2017 06:00,15.21,179,4.73
CYQG,16.95,0.8,15.01,0.89,partly-cloudy-night,10/14/2017 03:00,267.4,0,0.0051,0.01,rain,1020.81,Mostly Cloudy,16.89,10/14/2017 07:00,13.9,179,2.99
CYQG,16.67,0.82,14.99,0.9,partly-cloudy-night,10/14/2017 04:00,266.64,0,0.0076,0.02,rain,1020.98,Mostly Cloudy,16.6,10/14/2017 08:00,13.16,168,1.43
CYQG,16.43,0.95,14.85,0.91,cloudy,10/14/2017 05:00,265.9,0,0,0,rain,1021.2,Overcast,16.37,10/14/2017 09:00,12.05,231,0.68
CYQG,16.54,1,14.82,0.9,cloudy,10/14/2017 06:00,265.3,0,0.0076,0.03,rain,1021.38,Overcast,16.49,10/14/2017 10:00,12.7,113,1.27
CYQG,16.76,1,14.83,0.89,cloudy,10/14/2017 07:00,264.8,0,0.0051,0.02,rain,1021.46,Overcast,16.71,10/14/2017 11:00,13,82,4.09
CYQG,16.41,0.91,14.88,0.91,partly-cloudy-day,10/14/2017 08:00,260.84,0,0.0178,0.04,rain,1021.72,Mostly Cloudy,16.34,10/14/2017 12:00,11.1,88,3.56
CYQG,16.52,0.84,15.11,0.92,rain,10/14/2017 09:00,260.84,0,0.1575,0.18,rain,1022.77,Drizzle,16.42,10/14/2017 13:00,9.9,89,2.93
CYQG,16.52,0.68,15.28,0.93,partly-cloudy-day,10/14/2017 10:00,260.95,0,0.0711,0.17,rain,1022.48,Mostly Cloudy,16.39,10/14/2017 14:00,7.97,103,4.89
CYQG,17.16,0.75,15.66,0.92,partly-cloudy-day,10/14/2017 11:00,260.99,0,0.061,0.1,rain,1021.84,Mostly Cloudy,17.01,10/14/2017 15:00,7.4,84,8.74
CYQG,17.79,0.44,16.08,0.91,partly-cloudy-day,10/14/2017 12:00,261.09,0,0.0356,0.05,rain,1021.25,Partly Cloudy,17.61,10/14/2017 16:00,9.3,117,7.53
CYQG,18.66,0.57,16.33,0.87,partly-cloudy-day,10/14/2017 13:00,261.14,0,0.0102,0.04,rain,1020.15,Partly Cloudy,18.47,10/14/2017 17:00,9.67,129,6.86
CYQG,18.44,0.94,16.02,0.87,cloudy,10/14/2017 14:00,261.01,0,0.0025,0.08,rain,1019.74,Overcast,18.3,10/14/2017 18:00,7.23,135,5.62
CYQG,18.38,0.84,16.51,0.9,partly-cloudy-day,10/14/2017 15:00,260.36,0,0.0127,0.16,rain,1019.15,Mostly Cloudy,18.16,10/14/2017 19:00,8.01,136,5.7
CYQG,18.06,0.9,16.18,0.9,partly-cloudy-day,10/14/2017 16:00,259.48,0,0.0178,0.27,rain,1018.23,Mostly Cloudy,17.87,10/14/2017 20:00,10.44,123,6.76
CYQG,17.88,0.9,15.99,0.9,partly-cloudy-day,10/14/2017 17:00,258.93,0,0.1168,0.31,rain,1017.73,Mostly Cloudy,17.71,10/14/2017 21:00,11.46,114,6.07
CYQG,17.41,0.64,15.86,0.92,partly-cloudy-day,10/14/2017 18:00,258.86,0,0.1118,0.3,rain,1017.48,Mostly Cloudy,17.23,10/14/2017 22:00,9.67,103,4.44
CYQG,16.99,0.63,15.61,0.92,partly-cloudy-night,10/14/2017 19:00,259.09,0,0.1118,0.29,rain,1016.86,Mostly Cloudy,16.83,10/14/2017 23:00,8.95,109,6.08
CYQG,16.84,0.58,15.65,0.94,partly-cloudy-night,10/14/2017 20:00,259.66,0,0.094,0.28,rain,1016.95,Partly Cloudy,16.67,10/15/2017 00:00,9.04,117,5.34
CYQG,16.54,0.68,15.58,0.95,rain,10/14/2017 21:00,259.89,0,0.1321,0.42,rain,1015.73,Drizzle,16.37,10/15/2017 01:00,8.53,101,7.11
CYQG,16.86,0.76,15.73,0.94,rain,10/14/2017 22:00,260.37,0,0.127,0.28,rain,1014.82,Drizzle,16.68,10/15/2017 02:00,10.17,105,7.45
CYQG,16.91,0.7,15.84,0.95,rain,10/14/2017 23:00,260.78,0,0.2515,0.43,rain,1014.87,Light Rain,16.72,10/15/2017 03:00,7.42,108,6.69
CYQG,16.86,0.73,15.88,0.95,rain,10/15/2017 00:00,260.87,0,0.1727,0.54,rain,1013.2,Drizzle,16.66,10/15/2017 04:00,11.1,127,8.95
CYQG,16.96,0.7,15.88,0.95,partly-cloudy-night,10/15/2017 01:00,260.87,0,0.0711,0.25,rain,1011.91,Mostly Cloudy,16.75,10/15/2017 05:00,11.68,158,9.22
CYQG,17.37,0.42,15.93,0.92,partly-cloudy-night,10/15/2017 02:00,260.58,0,0.0432,0.21,rain,1010.17,Partly Cloudy,17.18,10/15/2017 06:00,12.04,178,12.25
CYQG,18.26,0.28,15.95,0.87,partly-cloudy-night,10/15/2017 03:00,260.41,0,0.1168,0.25,rain,1009.43,Partly Cloudy,18.11,10/15/2017 07:00,13.33,200,13.65
CYQG,18.29,0.61,16.44,0.9,partly-cloudy-night,10/15/2017 04:00,260.04,0,0.0356,0.19,rain,1008.51,Mostly Cloudy,18.08,10/15/2017 08:00,14.32,204,16.62
CYQG,18.92,0.46,16.97,0.9,partly-cloudy-night,10/15/2017 05:00,260.1,0,0.033,0.18,rain,1008.11,Partly Cloudy,18.65,10/15/2017 09:00,13.97,203,18.11
CYQG,19.37,0.47,17.6,0.91,partly-cloudy-night,10/15/2017 06:00,260.62,0,0.0483,0.21,rain,1007.35,Partly Cloudy,19.02,10/15/2017 10:00,14.31,208,19.57
CYQG,20.93,0.2,18.57,0.89,clear-night,10/15/2017 07:00,261.34,0,0.0787,0.23,rain,1006.57,Clear,20.51,10/15/2017 11:00,14.44,209,21.74
CYQG,20.86,0.26,19.03,0.92,partly-cloudy-day,10/15/2017 08:00,261.14,0,0.0686,0.16,rain,1005.67,Partly Cloudy,20.36,10/15/2017 12:00,16.09,212,22.23
CYQG,21.56,0.56,19.41,0.9,rain,10/15/2017 09:00,261.5,0,0.2083,0.24,rain,1005.23,Drizzle,21.04,10/15/2017 13:00,16.09,217,23.03
CYQG,22.55,0.61,19.61,0.86,rain,10/15/2017 10:00,261.86,0,0.4674,0.3,rain,1004.68,Light Rain,22.04,10/15/2017 14:00,16.09,219,23.63
CYQG,22.21,0.73,19.03,0.84,rain,10/15/2017 11:00,262.72,0,0.9246,0.38,rain,1004.23,Light Rain,21.77,10/15/2017 15:00,13.07,219,26.06
CYQG,22.96,0.71,18.82,0.79,rain,10/15/2017 12:00,263.95,0,0.6096,0.32,rain,1004.11,Light Rain,22.57,10/15/2017 16:00,16.09,222,21.76
CYQG,19.91,0.62,16.73,0.83,rain,10/15/2017 13:00,265.7,0,0.4572,0.36,rain,1005.47,Light Rain,19.72,10/15/2017 17:00,14.98,275,21.31
CYQG,18.04,0.55,14.31,0.79,rain,10/15/2017 14:00,270.48,0,0.2134,0.3,rain,1006.77,Drizzle,18.04,10/15/2017 18:00,16.09,271,26.81
CYQG,16.88,0.55,13.07,0.78,partly-cloudy-day,10/15/2017 15:00,274.37,0,0.0432,0.2,rain,1007.72,Partly Cloudy,16.88,10/15/2017 19:00,16.09,172,27.54
CYQG,16.74,0.49,10.81,0.68,partly-cloudy-day,10/15/2017 16:00,278.81,0,0.0229,0.1,rain,1009.14,Partly Cloudy,16.74,10/15/2017 20:00,16.09,341,16.33
CYQG,15.98,0.67,10.57,0.7,partly-cloudy-day,10/15/2017 17:00,281.84,0,0.0102,0.05,rain,1010.35,Mostly Cloudy,15.98,10/15/2017 21:00,16.09,282,23.91
